"","X.1","X","�..Reef.ID","Reef.Name","Ocean","Country","State.Province.Island","City.Town","Year","Date","Depth","Organism.Code","S1","S2","S3","S4","Errors.","What.errors.","Average_bleaching","ClimSST","Temperature_Kelvin","Temperature_Mean","Temperature_Minimum","Temperature_Maximum","Temperature_Kelvin_Standard_Deviation","Windspeed","SSTA","SSTA_Standard_Deviation","SSTA_Mean","SSTA_Minimum","SSTA_Maximum","SSTA_Frequency","SSTA_Frequency_Standard_Deviation","SSTA_FrequencyMax","SSTA_FrequencyMean","SSTA_DHW","SSTA_DHW_Standard_Deviation","SSTA_DHWMax","SSTA_DHWMean","TSA","TSA_Standard_Deviation","TSA_Minimum","TSA_Maximum","TSA_Mean","TSA_Frequency","TSA_Frequency_Standard_Deviation","TSA_FrequencyMax","TSA_FrequencyMean","TSA_DHW","TSA_DHW_Standard_Deviation","TSA_DHWMax","TSA_DHWMean","Region","Diversity","rate_of_SST_change","Longitude.Degrees","Latitude.Degrees","optional","kd490_value","PAR_value"
"50",50,98,"102.42.508E.5.57.143N","Sea Bell","Pacific","Malaysia","Terengannu","Perhentian Island",2007,"29-Sep-07",11.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.18,302.68,302.42,297.66,306.3,1.36,2,-0.06,0.93,0,-4.13,3.72,12,6.26,30,6,7.48,3.65,23.89,2.35,-1.09,1.36,-6.1,2.52,-1.34,4,1.82,9,1,2.51,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7084722,5.952388889,TRUE,0.0432999990880489,NA
"51",51,100,"102.42.508E.5.57.143N","Sea Bell","Pacific","Malaysia","Terengannu","Perhentian Island",2007,"30-Sep-07",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.18,302.68,302.42,297.66,306.3,1.36,2,-0.06,0.93,0,-4.13,3.72,12,6.26,30,6,7.48,3.65,23.89,2.35,-1.09,1.36,-6.1,2.52,-1.34,4,1.82,9,1,2.51,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7084722,5.952388889,TRUE,0.0432999990880489,NA
"52",52,102,"102.42.508E.5.57.143N","Sea Bell","Pacific","Malaysia","Terengannu","Perhentian Island",2008,"30-May-08",6,"Bleaching (% of population)",2,2,0,2,FALSE,"",1.5,303.35,303.85,302.42,297.66,306.3,1.36,2,0.1,0.93,0,-4.13,3.72,11,6.26,30,6,0,3.65,23.89,2.35,0.08,1.36,-6.1,2.52,-1.34,4,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7084722,5.952388889,TRUE,0.0515489988029003,NA
"53",53,104,"102.42.508E.5.57.143N","Sea Bell","Pacific","Malaysia","Terengannu","Perhentian Island",2008,"31-May-08",11.5,"Bleaching (% of population)",2,0,0,0,FALSE,"",0.5,303.35,303.85,302.42,297.66,306.3,1.36,2,0.1,0.93,0,-4.13,3.72,11,6.26,30,6,0,3.65,23.89,2.35,0.08,1.36,-6.1,2.52,-1.34,4,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7084722,5.952388889,TRUE,0.0515489988029003,NA
"54",54,106,"102.42.508E.5.57.143N","Sea Bell","Pacific","Malaysia","Terengannu","Perhentian Island",2008,"5-Oct-08",5,"Bleaching (% of population)",0,1,1,0,FALSE,"",0.5,302.01,301.54,302.42,297.66,306.3,1.36,1,-1.14,0.93,0,-4.13,3.72,4,6.26,30,6,0,3.65,23.89,2.35,-2.23,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7084722,5.952388889,TRUE,0.0521880015730858,NA
"55",55,109,"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian",2003,"8-Jun-03",6,"Bleaching (% of population)",1,0,0,1,FALSE,"",0.5,303.35,303.34,302.42,297.66,306.3,1.36,2,-0.35,0.93,0,-4.13,3.72,2,6.26,30,6,1.12,3.65,23.89,2.35,-0.43,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,TRUE,0.0452948912167649,NA
"56",56,110,"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian",2003,"8-Jun-03",10.3,"Bleaching (% of population)",0,1,1,0,FALSE,"",0.5,303.35,303.34,302.42,297.66,306.3,1.36,2,-0.35,0.93,0,-4.13,3.72,2,6.26,30,6,1.12,3.65,23.89,2.35,-0.43,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,TRUE,0.0452948912167649,NA
"57",57,112,"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian",2007,"12-Apr-07",6,"Bleaching (% of population)",0,1,0,0,FALSE,"",0.25,303.77,304.15,302.42,297.66,306.3,1.36,2,0.92,0.93,0,-4.13,3.72,6,6.26,30,6,6.23,3.65,23.89,2.35,0.38,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,TRUE,0.0480500012636185,NA
"58",58,114,"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian",2007,"29-Sep-07",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.18,302.68,302.42,297.66,306.3,1.36,2,-0.06,0.93,0,-4.13,3.72,12,6.26,30,6,7.48,3.65,23.89,2.35,-1.09,1.36,-6.1,2.52,-1.34,4,1.82,9,1,2.51,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,TRUE,0.0556249991059303,NA
"59",59,116,"102.43.23.4E.5.55.53.7N","Pulau Perhentian Kecil/D'Lagoon","Pacific","Malaysia","Terengganu","Pulau Perhentian",2008,"30-May-08",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,303.35,303.85,302.42,297.66,306.3,1.36,2,0.1,0.93,0,-4.13,3.72,11,6.26,30,6,0,3.65,23.89,2.35,0.08,1.36,-6.1,2.52,-1.34,4,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.7231667,5.931583333,TRUE,0.0588000006973743,NA
"60",60,118,"102.43.29.1E.5.55.16.7N","Batu Nisan","Pacific","Malaysia","Terengganu","Perhentian Island",2007,"12-Apr-07",6,"Bleaching (% of population)",0,1,0,0,FALSE,"",0.25,303.77,304.15,302.42,297.66,306.3,1.36,2,0.92,0.93,0,-4.13,3.72,6,6.26,30,6,6.23,3.65,23.89,2.35,0.38,1.36,-6.1,2.52,-1.34,0,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.72475,5.921305556,TRUE,0.0480500012636185,NA
"61",61,120,"102.43.29.1E.5.55.16.7N","Batu Nisan","Pacific","Malaysia","Terengganu","Perhentian Island",2007,"30-Sep-07",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.18,302.68,302.42,297.66,306.3,1.36,2,-0.06,0.93,0,-4.13,3.72,12,6.26,30,6,7.48,3.65,23.89,2.35,-1.09,1.36,-6.1,2.52,-1.34,4,1.82,9,1,2.51,1.09,8.63,0.39,"ERG049",503,0.015757575,102.72475,5.921305556,TRUE,0.0556249991059303,NA
"62",62,122,"102.43.29.1E.5.55.16.7N","Batu Nisan","Pacific","Malaysia","Terengganu","Perhentian Island",2008,"31-May-08",5.1,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,303.35,303.85,302.42,297.66,306.3,1.36,2,0.1,0.93,0,-4.13,3.72,11,6.26,30,6,0,3.65,23.89,2.35,0.08,1.36,-6.1,2.52,-1.34,4,1.82,9,1,0,1.09,8.63,0.39,"ERG049",503,0.015757575,102.72475,5.921305556,TRUE,0.0588000006973743,NA
"63",63,124,"102.44.407E.5.54.208N","Coral View Reef","Pacific","Malaysia","Terengganu","Perhentian",2007,"9-Jun-07",5,"Bleaching (% of population)",50,30,30,5,FALSE,"",28.75,303.19,303.93,302.4,298.01,305.6,1.34,2,0.33,0.92,0,-4.13,3.83,5,6.44,39,7,2.37,3.54,22.04,2.36,0.24,1.34,-5.67,1.9,-1.28,0,2.19,10,1,0,1.29,9.9,0.5,"ERG049",503,0.015757575,102.7401111,5.903472222,TRUE,0.0825969759423448,NA
"64",64,127,"102.45.30.3E.5.55.23.7N","Tokong Burung","Pacific","Malaysia","Terengganu","Perhentian Islands",2003,"12-May-03",3,"Bleaching (% of population)",1,2,2.5,2.5,FALSE,"",2,303.66,302.53,302.39,298.17,306.25,1.37,2,-1.15,0.93,0,-4.07,3.81,3,6.14,36,6,2.33,3.77,24.4,2.39,-1.2,1.37,-5.56,2.5,-1.34,0,2.2,12,1,0,1.36,9.67,0.51,"ERG049",503,0.015757575,102.7584167,5.92325,TRUE,0.0703999996185303,NA
"65",65,128,"102.45.30.3E.5.55.23.7N","Tokong Burung","Pacific","Malaysia","Terengganu","Perhentian Islands",2003,"12-May-03",11,"Bleaching (% of population)",2.5,5,1,0,FALSE,"",2.125,303.66,302.53,302.39,298.17,306.25,1.37,2,-1.15,0.93,0,-4.07,3.81,3,6.14,36,6,2.33,3.77,24.4,2.39,-1.2,1.37,-5.56,2.5,-1.34,0,2.2,12,1,0,1.36,9.67,0.51,"ERG049",503,0.015757575,102.7584167,5.92325,TRUE,0.0703999996185303,NA
"66",66,130,"102.45.498E.5.55.414N","Tanjung Besi","Pacific","Malaysia","Terengganu","Perhentian",2008,"27-Sep-08",5.7,"Bleaching (% of population)",1,0,1,0,TRUE,"",0.5,302.21,302.6,302.39,298.17,306.25,1.37,2,-0.18,0.93,0,-4.07,3.81,5,6.14,36,6,1.61,3.77,24.4,2.39,-1.14,1.37,-5.56,2.5,-1.34,0,2.2,12,1,0,1.36,9.67,0.51,"ERG049",503,0.015757575,102.7583056,5.923555556,TRUE,0.0545832235087834,NA
"67",67,132,"102.59.31E.5.48.11N","NW Redang","Pacific","Malaysia","","",2004,"28-Aug-04",10.6,"Bleaching (% of population)",0,0,NA,NA,TRUE,"only did half of transect",0,302.66,301.79,302.27,297.48,305.91,1.41,2,-0.95,0.93,0,-3.24,3.01,1,6.29,31,6,0,3.46,21.55,2.44,-1.95,1.41,-6.25,2.16,-1.46,0,2.04,10,1,0,1.32,11.77,0.43,"ERG049",503,0.015757575,102.9919444,5.803055556,TRUE,0.0432000011205673,NA
"68",68,134,"102.59.33E.5.46.25N","West Pinang/Tanjung Bakong","Pacific","Malaysia","","",2004,"12-Jul-04",6,"Bleaching (% of population)",0,0,NA,NA,TRUE,"only did half of transect",0,262.15,302.1,302.25625,297.7675,305.8875,1.36875,1,-0.9725,0.9125,0,-3.4075,3.5975,0.25,6.22375,31,6.25,0.2575,3.3475,20.425,2.32125,-1.56375,1.36875,-5.89,2.21625,-1.39875,0,1.95625,9.5,1,0,1.2325,9.90875,0.41875,"ERG049",503,0.015757575,102.9925,5.773611111,TRUE,0.141670295869259,NA
"69",69,136,"102.59.50E.5.44.3N","East Pinang","Pacific","Malaysia","","",2004,"12-Jul-04",6,"Bleaching (% of population)",0,0,NA,NA,TRUE,"only did half of transect",0,302.72,302.52,302.22,297.7,306.01,1.34,1,-0.51,0.89,0,-3.17,3.48,0,6.2,30,6,0,3.25,20.55,2.21,-1.09,1.34,-5.9,2.39,-1.38,0,1.74,8,1,0,1.15,8.53,0.38,"ERG049",503,0.015757575,102.9972222,5.734166667,TRUE,0.0407500006258488,NA
"70",70,138,"102.59.59.4E.5.44.48.9N","Pulau Pinang Marine Park/Marine Park Centre Jetty","Pacific","Malaysia","Terengganu","Redang Island",2007,"21-Apr-07",5.5,"Bleaching (% of population)",0.5,5,0.5,10,FALSE,"",4,303.61,303.39,302.22,297.7,306.01,1.34,2,0.19,0.89,0,-3.17,3.48,3,6.2,30,6,2.52,3.25,20.55,2.21,-0.22,1.34,-5.9,2.39,-1.38,0,1.74,8,1,0,1.15,8.53,0.38,"ERG049",503,0.015757575,102.9998333,5.746916667,TRUE,0.0381500013172626,NA
"71",71,140,"102.59.59.4E.5.44.48.9N","Pulau Pinang Marine Park/Marine Park Centre Jetty","Pacific","Malaysia","Terengganu","Redang Island",2007,"1-Oct-07",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.15,302.86,302.22,297.7,306.01,1.34,2,0.24,0.89,0,-3.17,3.48,6,6.2,30,6,2.55,3.25,20.55,2.21,-0.75,1.34,-5.9,2.39,-1.38,1,1.74,8,1,0,1.15,8.53,0.38,"ERG049",503,0.015757575,102.9998333,5.746916667,TRUE,0.0571030005812645,NA
"72",72,142,"102.59.59.4E.5.44.48.9N","Pulau Pinang Marine Park/Marine Park Centre Jetty","Pacific","Malaysia","Terengganu","Redang Island",2008,"27-Jun-08",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.77,300.92,302.22,297.7,306.01,1.34,2,-2.3,0.89,0,-3.17,3.48,8,6.2,30,6,0,3.25,20.55,2.21,-2.69,1.34,-5.9,2.39,-1.38,1,1.74,8,1,0,1.15,8.53,0.38,"ERG049",503,0.015757575,102.9998333,5.746916667,TRUE,0.0540000014007092,NA
"73",73,144,"103.0.37.3E.5.49.3.58N","Chagar Hutang East","Pacific","Malaysia","Terengganu","Redang Island",2008,"27-Jun-08",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.87,301.54,302.27,297.48,305.91,1.41,2,-1.8,0.93,0,-3.24,3.01,9,6.29,31,6,1.44,3.46,21.55,2.44,-2.2,1.41,-6.25,2.16,-1.46,0,2.04,10,1,0,1.32,11.77,0.43,"ERG049",503,0.01580808,103.0103611,5.817661111,TRUE,0.044854000210762,NA
"74",74,147,"103.01.41E.5.45.44N","Redang Kalong House Reef","Pacific","Malaysia","Terengganu","Pulau Redang",2003,"25-Sep-03",5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,301.9,302.25625,297.7675,305.8875,1.36875,2,-0.74,0.9125,0,-3.4075,3.5975,3.625,6.22375,31,6.25,0,3.3475,20.425,2.32125,-1.76375,1.36875,-5.89,2.21625,-1.39875,0.375,1.95625,9.5,1,0,1.2325,9.90875,0.41875,"ERG049",503,0.01580808,103.0280556,5.762222222,TRUE,0.0817619463591538,NA
"75",75,148,"103.01.41E.5.45.44N","Redang Kalong House Reef","Pacific","Malaysia","Terengganu","Pulau Redang",2003,"25-Sep-03",10,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,262.15,301.9,302.25625,297.7675,305.8875,1.36875,2,-0.74,0.9125,0,-3.4075,3.5975,3.625,6.22375,31,6.25,0,3.3475,20.425,2.32125,-1.76375,1.36875,-5.89,2.21625,-1.39875,0.375,1.95625,9.5,1,0,1.2325,9.90875,0.41875,"ERG049",503,0.01580808,103.0280556,5.762222222,TRUE,0.0817619463591538,NA
"76",76,150,"103.01.56.8E.05.45.59.3N","Pertigi Bay, Redang Island","Pacific","Malaysia","Terengganu","Kula Terengannu",2004,"25-Sep-04",3,"Bleaching (% of population)",0,0,5,0,FALSE,"",1.25,302.31,301.98,302.22,297.63,305.7,1.4,1,-0.64,0.94,0,-3.29,4.27,0,6.05,31,7,0,3.42,22.11,2.48,-1.68,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0324444,5.766472222,TRUE,0.0628656760101119,NA
"77",77,152,"103.01.59.9E.05.46.28.1N","Tg Tengah Southside, Pasir Panjang, Redang Island","Pacific","Malaysia","Terengganu","Kula Terengannu",2004,"23-Sep-04",3.2,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.31,301.98,302.22,297.63,305.7,1.4,1,-0.64,0.94,0,-3.29,4.27,0,6.05,31,7,0,3.42,22.11,2.48,-1.68,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0333056,5.774472222,TRUE,0.0628656760101119,NA
"78",78,154,"103.02.0.9E.5.46.33N","Coral Resort House Reef, Redang Island","Pacific","Malaysia","Terengganu","Kula Terengannu",2004,"23-Sep-04",3,"Bleaching (% of population)",0,2,1,0,FALSE,"",0.75,302.31,301.98,302.22,297.63,305.7,1.4,1,-0.64,0.94,0,-3.29,4.27,0,6.05,31,7,0,3.42,22.11,2.48,-1.68,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0335833,5.775833333,TRUE,0.0628656760101119,NA
"79",79,156,"103.02.02E.5.46.38N","Coral Redang House Reef North","Pacific","Malaysia","Terengganu","Kuala Terengganu",2003,"18-Oct-03",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0338889,5.777222222,TRUE,0.0489999987185001,NA
"80",80,158,"103.02.04E.5.46.10N","Mini Mount","Pacific","Malaysia","Terengganu","Kuala Terengganu",2003,"16-Oct-03",12,"Bleaching (% of population)",1,1,1,1,FALSE,"",1,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0344444,5.769444444,TRUE,0.05799393491478,NA
"81",81,160,"103.02.08E.5.46.07N","Pulau Paku Kecil","Pacific","Malaysia","Terengganu","Kuala Terengganu",2003,"17-Oct-03",12,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0355556,5.768611111,TRUE,0.05799393491478,NA
"82",82,162,"103.02.08E.5.46.58N","Pelangi House Reef South","Pacific","Malaysia","Terengganu","Kuala Terengganu",2003,"18-Oct-03",7,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0355556,5.782777778,TRUE,0.0489999987185001,NA
"83",83,165,"103.03.08E.5.46.04N","Pulau Lima, Southern Tip","Pacific","Malaysia","Terengganu","Kuala Terengganu",2003,"18-Oct-03",10,"Bleaching (% of population)",5,0,0,2,FALSE,"",1.75,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0522222,5.767777778,TRUE,0.05799393491478,NA
"84",84,166,"103.03.08E.5.46.04N","Pulau Lima, Southern Tip","Pacific","Malaysia","Terengganu","Kuala Terengganu",2003,"18-Oct-03",12,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.79,300.69,302.22,297.63,305.7,1.4,3,-1.75,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-2.97,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0522222,5.767777778,TRUE,0.05799393491478,NA
"85",85,169,"103.03.33E.5.46.26N","Black Coral Garden","Pacific","Malaysia","Terengganu","Pulau Redang",2003,"25-Sep-03",6,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.31,302.23,302.22,297.63,305.7,1.4,2,-0.39,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-1.43,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591667,5.773888889,TRUE,0.0817619463591538,NA
"86",86,170,"103.03.33E.5.46.26N","Black Coral Garden","Pacific","Malaysia","Terengganu","Pulau Redang",2003,"25-Sep-03",12,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.31,302.23,302.22,297.63,305.7,1.4,2,-0.39,0.94,0,-3.29,4.27,7,6.05,31,7,0,3.42,22.11,2.48,-1.43,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591667,5.773888889,TRUE,0.0817619463591538,NA
"87",87,172,"103.1.48E.5.45.19N","Palau Kerenga Kecil","Pacific","Malaysia","Terenggani","",2004,"11-Jul-04",9.4,"Bleaching (% of population)",0,0,NA,NA,TRUE,"only did half of transect",0,302.69,301.66,302.22,297.63,305.7,1.4,1,-1.35,0.94,0,-3.29,4.27,0,6.05,31,7,0,3.42,22.11,2.48,-2,1.4,-6.02,2.03,-1.43,0,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.03,5.755277778,TRUE,0.14162791019297,NA
"88",88,174,"103.1.48E.5.50.46N","Tanjung Teluk Nyato","Pacific","Malaysia","","",2004,"29-Aug-04",8.7,"Bleaching (% of population)",0,0,NA,NA,TRUE,"only did half of transect",0,302.67,301.69,302.24,297.48,306.51,1.42,2,-1.04,0.93,0,-3.54,4.09,1,5.64,30,6,0,3.17,20.49,2.39,-1.99,1.42,-6.19,2.82,-1.43,0,1.91,10,1,0,1.2,11.37,0.41,"ERG049",503,0.01580808,103.03,5.846111111,TRUE,0.0369630008935928,NA
"89",89,176,"103.10.93.3E.10.50.20.1N","Koh Mano (channel)","Indian","Cambodia","Koh Kong","",2003,"22-Feb-03",2,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.93,301.6,302.36,299.17,307.54,1.2,3,-0.31,0.97,0,-3.31,4.21,2,6.92,31,8,2.28,4.11,19.88,2.75,-2.09,1.2,-4.51,3.84,-1.32,0,2.05,9,1,0,1.69,14.56,0.59,"ERG050",417,0.020555555,103.1822222,10.83891667,TRUE,0.0411003166804434,NA
"90",90,178,"103.17.41.57E.10.37.23.01N","Fishing Bay","Pacific","Cambodia","Sihanoukville","Koh Rong Saloem",2009,"26-Jul-09",3,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,301.73,302,302.23,298.73,307.01,1.21,6,0.23,0.98,0,-3.02,3.78,4,7.25,33,8,0,4.36,24.93,2.86,-1.63,1.21,-4.9,3.37,-1.39,0,2.14,9,1,0,1.7,14.59,0.5,"ERG050",417,0.020555555,103.2948889,10.62305556,TRUE,0.0598135400926066,NA
"91",91,180,"103.2.20.5E.5.46.18.1N","Pulau Paku Kecil SW","Pacific","Malaysia","Terengganu","Redang Island",2007,"20-Apr-07",10,"Bleaching (% of population)",2,1,5,2,FALSE,"",2.5,303.66,303.3,302.22,297.63,305.7,1.4,2,0.03,0.94,0,-3.29,4.27,4,6.05,31,7,4.28,3.42,22.11,2.48,-0.36,1.4,-6.02,2.03,-1.43,1,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0390278,5.771694444,TRUE,0.0385458339177309,NA
"92",92,182,"103.2.20.5E.5.46.18.1N","Pulau Paku Kecil SW","Pacific","Malaysia","Terengganu","Redang Island",2007,"1-Oct-07",11,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.16,302.49,302.22,297.63,305.7,1.4,2,-0.12,0.94,0,-3.29,4.27,10,6.05,31,7,4.22,3.42,22.11,2.48,-1.17,1.4,-6.02,2.03,-1.43,4,1.98,8,1,1.07,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0390278,5.771694444,TRUE,0.0494904370706403,NA
"93",93,184,"103.2.20.5E.5.46.18.1N","Pulau Paku Kecil SW","Pacific","Malaysia","Terengganu","Redang Island",2008,"30-Mar-08",8,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,303.54,303.27,302.22,297.63,305.7,1.4,2,0.76,0.94,0,-3.29,4.27,10,6.05,31,7,4.43,3.42,22.11,2.48,-0.39,1.4,-6.02,2.03,-1.43,4,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0390278,5.771694444,TRUE,0.0359532380835949,NA
"94",94,186,"103.2.20.5E.5.46.18.1N","Pulau Paku Kecil SW","Pacific","Malaysia","Terengganu","Redang Island",2008,"20-Jun-08",11,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.8,303.17,302.22,297.63,305.7,1.4,3,-0.17,0.94,0,-3.29,4.27,11,6.05,31,7,3.83,3.42,22.11,2.48,-0.49,1.4,-6.02,2.03,-1.43,3,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0390278,5.771694444,TRUE,0.0506452948476138,NA
"95",95,188,"103.3.32.8E.5.46.18.1N","Pulau Lima Southern Tip","Pacific","Malaysia","Terengganu","Redang Island",2007,"21-Apr-07",10,"Bleaching (% of population)",2,10,10,0,FALSE,"",5.5,303.66,303.3,302.22,297.63,305.7,1.4,2,0.03,0.94,0,-3.29,4.27,4,6.05,31,7,4.28,3.42,22.11,2.48,-0.36,1.4,-6.02,2.03,-1.43,1,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591111,5.771694444,TRUE,0.0385458339177309,NA
"96",96,190,"103.3.32.8E.5.46.18.1N","Pulau Lima Southern Tip","Pacific","Malaysia","Terengganu","Redang Island",2007,"1-Oct-07",10,"Bleaching (% of population)",0,0,0,0,TRUE,"no substrate",0,302.16,302.49,302.22,297.63,305.7,1.4,2,-0.12,0.94,0,-3.29,4.27,10,6.05,31,7,4.22,3.42,22.11,2.48,-1.17,1.4,-6.02,2.03,-1.43,4,1.98,8,1,1.07,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591111,5.771694444,TRUE,0.0494904370706403,NA
"97",97,192,"103.3.32.8E.5.46.18.1N","Pulau Lima Southern Tip","Pacific","Malaysia","Terengganu","Redang Island",2008,"28-Jun-08",5.5,"Bleaching (% of population)",0,0,0,0,FALSE,"",0,302.74,301.76,302.22,297.63,305.7,1.4,2,-1.46,0.94,0,-3.29,4.27,10,6.05,31,7,3.83,3.42,22.11,2.48,-1.9,1.4,-6.02,2.03,-1.43,2,1.98,8,1,0,1.26,9.64,0.41,"ERG049",503,0.01580808,103.0591111,5.771694444,TRUE,0.0506452948476138,NA
"98",98,194,"103.30.0E.5.44.19N","East Palau Pinang","Pacific","Malaysia","","",2004,"13-Jul-04",10,"Bleaching (% of population)",0,0,NA,NA,TRUE,"only did half of transect",0,302.2,301.77,301.88,297.09,306.16,1.43,1,-0.73,0.93,0,-4.33,3.71,3,5.22,27,6,0,3.1,19.22,2.36,-1.64,1.43,-6.31,2.75,-1.52,0,1.7,10,1,0,1.13,9.68,0.38,"ERG049",503,0.01580808,103.5,5.738611111,TRUE,0.051231998950243,NA
"99",99,196,"103.40.706E.4.48.456N","Fresh Water Bay, Tenggol","Pacific","Malaysia","Terengganu","Tenggol Island",2007,"10-Apr-07",6,"Bleaching (% of population)",5,5,5,5,FALSE,"",5,303.2,300.82,301.78,296.85,305.52,1.31,2,-1.79,0.93,0,-3.79,3,8,6.25,32,6,3.44,3.52,19.54,2.35,-2.38,1.31,-6.34,2.31,-1.41,3,2.07,10,1,0,1.4,13.65,0.38,"ERG049",503,0.01530303,103.6784444,4.807611111,TRUE,0.0445200018584728,NA
